run_id	Step	normalized_mean_absolute_error
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	0	0.17110891015385965
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	1	0.1713116033954561
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	2	0.17036452107367114
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	3	0.16984746005959336
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	4	0.1694423747961692
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	5	0.17011249235634493
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	6	0.17015012361316825
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	7	0.16981113228227915
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	8	0.16963992314188014
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	9	0.1694021409481305
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	10	0.16960078466275347
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	11	0.1693169089938929
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	12	0.1696453916245967
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	13	0.16970639097029544
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	14	0.1694720401040363
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	15	0.16959784244118023
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	16	0.16936629487102595
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	17	0.16937920364739795
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	18	0.169089184093331
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	19	0.16917128519449545
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	20	0.16913352401617954
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	21	0.16914727727030138
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	22	0.16903529651297214
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	23	0.16880956874030822
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	24	0.1695206763879617
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	25	0.16936986154934008
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	26	0.16948424430382003
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	27	0.169001141410118
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	28	0.16955124318970433
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	29	0.16920683047557333
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	30	0.16899975014646265
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	31	0.16919324684648976
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	32	0.16886913594427988
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	33	0.16913260235544095
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	34	0.169609243972432
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	35	0.16949828612086082
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	36	0.169531922150541
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	37	0.16985574688017183
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	38	0.16946335080780447
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	39	0.1688548937406994
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	40	0.16909284410246647
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	41	0.1694361606751711
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	42	0.16948980895860277
AutoML_97150f7e-85c4-4265-966a-8c35bb3b2f48_HD_1	43	0.16952248994753422