run_id	Step	r2_score
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	0	-1
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	1	-0.6570455727540148
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	2	-0.07758223697175012
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	3	-0.0022417929612057463
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	4	0.21387002172866657
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	5	0.43600847128215375
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	6	0.2454790281827775
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	7	0.5041375388881807
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	8	0.43031799704097234
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	9	0.6504787063546142
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	10	0.07212072885095529
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	11	0.5178471429496379
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	12	-0.853268328948807
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	13	0.3880492346281186
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	14	-0.4303084180275237
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	15	0.6354477404426742
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	16	0.06212430752904452
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	17	0.5298871077271603
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	18	0.018394238623297855
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	19	0.6404211368219378
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	20	-0.6495065998543545
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	21	0.6789628067199784
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	22	0.7457664597904728
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	23	0.007603534945865631
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	24	0.1595234358302498
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	25	0.39184621969066236
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	26	0.24191988957590405
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	27	0.7953109572810482
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	28	0.5023914087011235
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	29	0.16525313241637565
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	30	0.674942590808573
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	31	0.4208519674821026
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	32	-0.22211464146507848
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	33	0.6658132430758144
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	34	-0.4645079475940543
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	35	0.1265087611339471
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	36	0.8264684765017792
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	37	0.8308956865399043
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	38	0.32862679205887335
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	39	0.5355522700317288
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	40	0.7281593800545375
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	41	0.7027860407477557
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	42	0.760052950184807
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	43	0.8110581722616548
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	44	0.8960435135746933
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	45	0.8877054279365257
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	46	0.8595905031021637
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	47	0.5864177343282913
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	48	0.749465204801526
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	49	0.7212311227803221
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	50	0.2523028510703281
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	51	0.608395564467696
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	52	0.9122874578842337
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	53	0.9345391909852288
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	54	0.3418565717184342
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	55	0.8300912243778343
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	56	-0.044893304415051974
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	57	0.6801330497814838
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	58	-0.858765288889472
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	59	0.057514875291465664
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	60	0.6145697080304965
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	61	-0.034991444793797524
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	62	0.9191691236511048
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	63	0.4614877193948013
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	64	0.8382254701206244
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	65	0.6610288630031645
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	66	0.9213383548934904
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	67	0.0413638213564423
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	68	0.5898333150578844
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	69	0.2519276281449525
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	70	0.1152842791596788
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	71	-0.021344604909586208
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	72	-0.35616693604949623
AutoML_b6d0762b-afc7-45ac-86d3-b3627e86c47f_HD_0	73	0.8169916457264398